age,income,education,work,car,default,log_income,income_per_age,employed_educated,age_sq
38,45,0,0,0,1,3.828641396489095,1.1842105263157894,0,1444
24,30,0,0,0,0,3.4339872044851463,1.25,0,576
31,120,1,0,1,0,4.795790545596741,3.870967741935484,0,961
53,50,0,0,1,0,3.9318256327243257,0.9433962264150944,0,2809
51,17,0,0,0,0,2.8903717578961645,0.3333333333333333,0,2601
42,80,1,0,1,1,4.394449154672439,1.9047619047619047,0,1764
34,30,1,0,0,0,3.4339872044851463,0.8823529411764706,0,1156
42,21,0,1,1,1,3.091042453358316,0.5,0,1764
50,50,1,0,0,0,3.9318256327243257,1.0,0,2500
45,22,0,0,0,0,3.1354942159291497,0.4888888888888889,0,2025
27,250,0,0,1,0,5.5254529391317835,9.25925925925926,0,729
38,65,0,0,0,1,4.189654742026425,1.7105263157894737,0,1444
35,150,0,1,1,0,5.017279836814924,4.285714285714286,0,1225
44,35,0,0,0,0,3.58351893845611,0.7954545454545454,0,1936
39,25,0,0,0,0,3.258096538021482,0.6410256410256411,0,1521
43,30,1,0,0,0,3.4339872044851463,0.6976744186046512,0,1849
34,50,1,1,1,0,3.9318256327243257,1.4705882352941178,1,1156
46,80,1,1,1,0,4.394449154672439,1.7391304347826086,1,2116
40,30,1,0,0,0,3.4339872044851463,0.75,0,1600
27,20,1,0,1,0,3.044522437723423,0.7407407407407407,0,729
28,40,0,0,0,0,3.713572066704308,1.4285714285714286,0,784
34,50,1,1,0,0,3.9318256327243257,1.4705882352941178,1,1156
60,8,1,0,0,0,2.1972245773362196,0.13333333333333333,0,3600
46,115,0,0,1,0,4.7535901911063645,2.5,0,2116
50,35,0,0,0,0,3.58351893845611,0.7,0,2500
51,55,0,1,0,0,4.02535169073515,1.0784313725490196,0,2601
25,7,0,1,1,1,2.0794415416798357,0.28,0,625
25,15,0,0,1,0,2.772588722239781,0.6,0,625
25,55,0,0,0,0,4.02535169073515,2.2,0,625
26,40,0,0,0,0,3.713572066704308,1.5384615384615385,0,676
65,30,0,0,0,0,3.4339872044851463,0.46153846153846156,0,4225
40,20,1,0,0,0,3.044522437723423,0.5,0,1600
29,50,0,0,1,0,3.9318256327243257,1.7241379310344827,0,841
46,70,1,0,0,0,4.2626798770413155,1.5217391304347827,0,2116
29,300,1,0,0,0,5.707110264748875,10.344827586206897,0,841
48,27,0,0,1,0,3.332204510175204,0.5625,0,2304
60,35,0,0,0,0,3.58351893845611,0.5833333333333334,0,3600
26,280,0,1,0,0,5.638354669333745,10.76923076923077,0,676
24,35,0,1,0,0,3.58351893845611,1.4583333333333333,0,576
35,35,1,1,1,0,3.58351893845611,1.0,1,1225
37,100,1,0,0,0,4.61512051684126,2.7027027027027026,0,1369
43,45,0,0,0,0,3.828641396489095,1.0465116279069768,0,1849
52,30,1,0,0,0,3.4339872044851463,0.5769230769230769,0,2704
38,40,1,0,0,0,3.713572066704308,1.0526315789473684,0,1444
31,80,0,0,0,0,4.394449154672439,2.5806451612903225,0,961
22,15,0,0,0,0,2.772588722239781,0.6818181818181818,0,484
33,130,1,0,1,0,4.875197323201151,3.9393939393939394,0,1089
37,15,0,0,0,0,2.772588722239781,0.40540540540540543,0,1369
42,5,1,0,0,0,1.791759469228055,0.11904761904761904,0,1764
54,60,0,0,1,0,4.110873864173311,1.1111111111111112,0,2916
27,25,0,1,0,0,3.258096538021482,0.9259259259259259,0,729
38,45,1,0,1,0,3.828641396489095,1.1842105263157894,0,1444
41,20,0,0,0,0,3.044522437723423,0.4878048780487805,0,1681
29,50,0,0,1,0,3.9318256327243257,1.7241379310344827,0,841
23,35,0,1,0,0,3.58351893845611,1.5217391304347827,0,529
48,100,1,0,1,0,4.61512051684126,2.0833333333333335,0,2304
54,32,1,1,0,0,3.4965075614664802,0.5925925925925926,1,2916
31,14,0,0,0,0,2.70805020110221,0.45161290322580644,0,961
38,96,1,0,1,0,4.574710978503383,2.526315789473684,0,1444
39,25,1,0,1,0,3.258096538021482,0.6410256410256411,0,1521
44,28,1,1,0,0,3.367295829986474,0.6363636363636364,1,1936
41,75,1,0,0,0,4.330733340286331,1.829268292682927,0,1681
26,55,1,0,1,0,4.02535169073515,2.1153846153846154,0,676
47,20,0,0,0,0,3.044522437723423,0.425531914893617,0,2209
41,20,1,1,0,1,3.044522437723423,0.4878048780487805,1,1681
46,40,0,1,0,0,3.713572066704308,0.8695652173913043,0,2116
27,64,1,0,0,0,4.174387269895637,2.3703703703703702,0,729
41,125,1,0,1,0,4.836281906951478,3.048780487804878,0,1681
42,7,0,0,1,0,2.0794415416798357,0.16666666666666666,0,1764
33,216,1,0,0,0,5.37989735354046,6.545454545454546,0,1089
50,60,1,0,0,0,4.110873864173311,1.2,0,2500
40,85,1,0,0,0,4.454347296253507,2.125,0,1600
42,35,0,0,0,0,3.58351893845611,0.8333333333333334,0,1764
39,25,0,1,1,0,3.258096538021482,0.6410256410256411,0,1521
42,35,0,0,0,0,3.58351893845611,0.8333333333333334,0,1764
38,20,0,0,1,0,3.044522437723423,0.5263157894736842,0,1444
45,35,1,1,1,1,3.58351893845611,0.7777777777777778,1,2025
29,41,0,1,0,0,3.7376696182833684,1.4137931034482758,0,841
58,70,1,0,0,0,4.2626798770413155,1.206896551724138,0,3364
51,24,0,0,0,0,3.2188758248682006,0.47058823529411764,0,2601
29,40,0,0,0,0,3.713572066704308,1.3793103448275863,0,841
29,20,0,0,0,1,3.044522437723423,0.6896551724137931,0,841
27,450,1,0,1,0,6.111467339502679,16.666666666666668,0,729
55,65,1,1,0,0,4.189654742026425,1.1818181818181819,1,3025
37,40,0,0,0,0,3.713572066704308,1.0810810810810811,0,1369
27,28,0,0,0,1,3.367295829986474,1.037037037037037,0,729
31,28,1,0,0,0,3.367295829986474,0.9032258064516129,0,961
39,30,1,1,1,0,3.4339872044851463,0.7692307692307693,1,1521
38,30,1,0,0,0,3.4339872044851463,0.7894736842105263,0,1444
33,18,0,0,0,1,2.9444389791664403,0.5454545454545454,0,1089
33,15,1,0,0,0,2.772588722239781,0.45454545454545453,0,1089
61,40,0,0,0,0,3.713572066704308,0.6557377049180327,0,3721
39,150,0,0,1,0,5.017279836814924,3.8461538461538463,0,1521
39,30,1,0,0,0,3.4339872044851463,0.7692307692307693,0,1521
37,18,0,0,0,0,2.9444389791664403,0.4864864864864865,0,1369
39,100,1,1,1,0,4.61512051684126,2.5641025641025643,1,1521
41,25,0,0,0,0,3.258096538021482,0.6097560975609756,0,1681
22,20,0,0,0,0,3.044522437723423,0.9090909090909091,0,484
59,25,0,1,1,1,3.258096538021482,0.423728813559322,0,3481
34,21,0,0,0,1,3.091042453358316,0.6176470588235294,0,1156
30,22,0,0,0,0,3.1354942159291497,0.7333333333333333,0,900
28,45,0,0,0,0,3.828641396489095,1.6071428571428572,0,784
33,15,0,1,0,1,2.772588722239781,0.45454545454545453,0,1089
33,60,1,0,1,0,4.110873864173311,1.8181818181818181,0,1089
35,150,1,0,1,1,5.017279836814924,4.285714285714286,0,1225
61,22,0,0,0,0,3.1354942159291497,0.36065573770491804,0,3721
41,20,0,0,1,0,3.044522437723423,0.4878048780487805,0,1681
54,29,1,0,0,0,3.4011973816621555,0.5370370370370371,0,2916
42,40,0,0,0,0,3.713572066704308,0.9523809523809523,0,1764
33,40,0,0,1,0,3.713572066704308,1.2121212121212122,0,1089
48,30,0,0,1,0,3.4339872044851463,0.625,0,2304
51,17,1,1,0,0,2.8903717578961645,0.3333333333333333,1,2601
33,55,0,0,0,0,4.02535169073515,1.6666666666666667,0,1089
33,15,1,0,0,0,2.772588722239781,0.45454545454545453,0,1089
40,30,1,0,0,0,3.4339872044851463,0.75,0,1600
63,70,1,0,1,0,4.2626798770413155,1.1111111111111112,0,3969
53,60,0,0,1,0,4.110873864173311,1.1320754716981132,0,2809
26,35,0,0,0,1,3.58351893845611,1.3461538461538463,0,676
53,6,0,0,0,1,1.9459101490553132,0.11320754716981132,0,2809
43,35,0,0,1,0,3.58351893845611,0.813953488372093,0,1849
45,21,1,1,1,1,3.091042453358316,0.4666666666666667,1,2025
64,18,0,0,1,0,2.9444389791664403,0.28125,0,4096
64,23,0,0,0,1,3.1780538303479458,0.359375,0,4096
32,32,0,0,0,0,3.4965075614664802,1.0,0,1024
28,30,0,0,0,0,3.4339872044851463,1.0714285714285714,0,784
42,65,1,0,1,0,4.189654742026425,1.5476190476190477,0,1764
28,70,1,1,0,0,4.2626798770413155,2.5,1,784
46,45,1,0,1,0,3.828641396489095,0.9782608695652174,0,2116
53,18,0,0,0,0,2.9444389791664403,0.33962264150943394,0,2809
56,15,0,0,0,0,2.772588722239781,0.26785714285714285,0,3136
23,15,1,0,0,1,2.772588722239781,0.6521739130434783,0,529
33,28,1,1,0,0,3.367295829986474,0.8484848484848485,1,1089
57,8,0,0,0,1,2.1972245773362196,0.14035087719298245,0,3249
54,150,1,1,1,0,5.017279836814924,2.7777777777777777,1,2916
22,45,0,0,0,1,3.828641396489095,2.0454545454545454,0,484
50,25,0,1,0,0,3.258096538021482,0.5,0,2500
23,15,0,0,0,0,2.772588722239781,0.6521739130434783,0,529
38,47,0,0,0,0,3.8712010109078907,1.236842105263158,0,1444
42,15,0,0,0,0,2.772588722239781,0.35714285714285715,0,1764
44,15,0,0,0,0,2.772588722239781,0.3409090909090909,0,1936
34,50,1,0,0,0,3.9318256327243257,1.4705882352941178,0,1156
64,22,0,0,0,0,3.1354942159291497,0.34375,0,4096
28,75,1,0,0,0,4.330733340286331,2.6785714285714284,0,784
62,25,1,0,1,0,3.258096538021482,0.4032258064516129,0,3844
32,48,1,1,0,0,3.8918202981106265,1.5,1,1024
24,15,0,0,0,0,2.772588722239781,0.625,0,576
23,28,0,0,0,0,3.367295829986474,1.2173913043478262,0,529
30,50,1,0,1,0,3.9318256327243257,1.6666666666666667,0,900
30,20,0,0,0,0,3.044522437723423,0.6666666666666666,0,900
29,55,1,0,0,0,4.02535169073515,1.896551724137931,0,841
42,15,1,0,1,0,2.772588722239781,0.35714285714285715,0,1764
26,80,1,0,1,0,4.394449154672439,3.076923076923077,0,676
34,25,0,0,1,0,3.258096538021482,0.7352941176470589,0,1156
36,22,0,0,0,0,3.1354942159291497,0.6111111111111112,0,1296
30,35,1,1,1,0,3.58351893845611,1.1666666666666667,1,900
35,60,1,1,0,0,4.110873864173311,1.7142857142857142,1,1225
28,30,0,0,0,0,3.4339872044851463,1.0714285714285714,0,784
42,40,1,0,1,0,3.713572066704308,0.9523809523809523,0,1764
33,35,1,0,0,0,3.58351893845611,1.0606060606060606,0,1089
30,12,0,0,0,0,2.5649493574615367,0.4,0,900
27,45,1,0,1,0,3.828641396489095,1.6666666666666667,0,729
42,15,0,0,0,0,2.772588722239781,0.35714285714285715,0,1764
30,36,0,0,0,0,3.6109179126442243,1.2,0,900
26,45,1,0,1,0,3.828641396489095,1.7307692307692308,0,676
40,150,0,0,1,0,5.017279836814924,3.75,0,1600
31,38,1,0,1,0,3.6635616461296463,1.2258064516129032,0,961
28,85,1,0,0,0,4.454347296253507,3.0357142857142856,0,784
30,45,0,1,0,1,3.828641396489095,1.5,0,900
27,45,1,0,0,0,3.828641396489095,1.6666666666666667,0,729
47,30,0,0,1,1,3.4339872044851463,0.6382978723404256,0,2209
30,45,1,0,0,0,3.828641396489095,1.5,0,900
23,18,0,0,0,0,2.9444389791664403,0.782608695652174,0,529
32,50,0,0,0,0,3.9318256327243257,1.5625,0,1024
39,100,0,0,1,0,4.61512051684126,2.5641025641025643,0,1521
35,30,1,0,1,0,3.4339872044851463,0.8571428571428571,0,1225
38,17,0,0,1,0,2.8903717578961645,0.4473684210526316,0,1444
65,33,1,0,0,1,3.5263605246161616,0.5076923076923077,0,4225
40,85,1,0,1,1,4.454347296253507,2.125,0,1600
35,25,1,1,1,0,3.258096538021482,0.7142857142857143,1,1225
32,25,0,0,0,0,3.258096538021482,0.78125,0,1024
41,40,1,0,0,0,3.713572066704308,0.975609756097561,0,1681
30,20,0,0,0,0,3.044522437723423,0.6666666666666666,0,900
35,18,0,0,0,0,2.9444389791664403,0.5142857142857142,0,1225
44,25,1,0,0,0,3.258096538021482,0.5681818181818182,0,1936
56,21,1,0,0,0,3.091042453358316,0.375,0,3136
38,15,0,0,0,0,2.772588722239781,0.39473684210526316,0,1444
65,10,0,0,0,0,2.3978952727983707,0.15384615384615385,0,4225
28,30,1,1,0,0,3.4339872044851463,1.0714285714285714,1,784
28,20,0,0,1,0,3.044522437723423,0.7142857142857143,0,784
28,35,0,1,0,1,3.58351893845611,1.25,0,784
32,50,0,0,0,0,3.9318256327243257,1.5625,0,1024
29,12,0,0,0,0,2.5649493574615367,0.41379310344827586,0,841
29,30,0,0,1,0,3.4339872044851463,1.0344827586206897,0,841
53,30,0,0,0,0,3.4339872044851463,0.5660377358490566,0,2809
28,9,0,0,0,0,2.302585092994046,0.32142857142857145,0,784
49,17,0,0,0,0,2.8903717578961645,0.3469387755102041,0,2401
30,35,1,0,0,0,3.58351893845611,1.1666666666666667,0,900
50,40,0,0,1,0,3.713572066704308,0.8,0,2500
27,36,1,1,0,1,3.6109179126442243,1.3333333333333333,1,729
53,15,0,0,0,0,2.772588722239781,0.2830188679245283,0,2809
31,70,0,0,1,0,4.2626798770413155,2.2580645161290325,0,961
38,170,0,0,1,0,5.14166355650266,4.473684210526316,0,1444
29,30,1,0,1,0,3.4339872044851463,1.0344827586206897,0,841
34,50,1,0,1,0,3.9318256327243257,1.4705882352941178,0,1156
35,80,0,0,1,0,4.394449154672439,2.2857142857142856,0,1225
42,22,1,0,0,0,3.1354942159291497,0.5238095238095238,0,1764
38,70,0,0,0,0,4.2626798770413155,1.8421052631578947,0,1444
32,25,0,0,0,0,3.258096538021482,0.78125,0,1024
30,30,1,0,0,0,3.4339872044851463,1.0,0,900
24,32,0,0,0,0,3.4965075614664802,1.3333333333333333,0,576
22,50,0,1,0,1,3.9318256327243257,2.272727272727273,0,484
38,13,0,0,0,0,2.639057329615259,0.34210526315789475,0,1444
36,22,0,0,0,0,3.1354942159291497,0.6111111111111112,0,1296
53,80,0,0,1,0,4.394449154672439,1.509433962264151,0,2809
28,10,0,1,0,1,2.3978952727983707,0.35714285714285715,0,784
26,25,0,0,1,0,3.258096538021482,0.9615384615384616,0,676
31,60,0,0,1,0,4.110873864173311,1.935483870967742,0,961
34,35,1,0,0,0,3.58351893845611,1.0294117647058822,0,1156
21,20,0,0,0,0,3.044522437723423,0.9523809523809523,0,441
47,25,0,0,1,1,3.258096538021482,0.5319148936170213,0,2209
36,24,0,0,0,0,3.2188758248682006,0.6666666666666666,0,1296
40,15,0,0,0,0,2.772588722239781,0.375,0,1600
40,45,0,0,1,0,3.828641396489095,1.125,0,1600
32,35,0,0,0,0,3.58351893845611,1.09375,0,1024
31,150,1,0,1,0,5.017279836814924,4.838709677419355,0,961
61,24,0,0,0,1,3.2188758248682006,0.39344262295081966,0,3721
36,30,0,0,0,1,3.4339872044851463,0.8333333333333334,0,1296
55,150,1,0,1,0,5.017279836814924,2.727272727272727,0,3025
27,45,0,0,1,0,3.828641396489095,1.6666666666666667,0,729
27,50,1,1,1,1,3.9318256327243257,1.8518518518518519,1,729
33,20,0,0,0,0,3.044522437723423,0.6060606060606061,0,1089
44,24,0,0,0,0,3.2188758248682006,0.5454545454545454,0,1936
39,25,0,0,0,0,3.258096538021482,0.6410256410256411,0,1521
41,30,0,0,0,0,3.4339872044851463,0.7317073170731707,0,1681
56,28,0,0,0,0,3.367295829986474,0.5,0,3136
36,120,0,0,1,0,4.795790545596741,3.3333333333333335,0,1296
25,35,1,0,0,1,3.58351893845611,1.4,0,625
65,8,0,0,0,0,2.1972245773362196,0.12307692307692308,0,4225
53,70,1,0,0,0,4.2626798770413155,1.320754716981132,0,2809
42,24,0,0,0,1,3.2188758248682006,0.5714285714285714,0,1764
31,12,0,0,0,0,2.5649493574615367,0.3870967741935484,0,961
23,27,0,0,0,0,3.332204510175204,1.173913043478261,0,529
38,100,0,0,0,0,4.61512051684126,2.6315789473684212,0,1444
32,18,1,0,0,0,2.9444389791664403,0.5625,0,1024
30,45,0,0,1,0,3.828641396489095,1.5,0,900
37,18,0,0,1,0,2.9444389791664403,0.4864864864864865,0,1369
32,45,1,0,1,0,3.828641396489095,1.40625,0,1024
41,45,0,1,0,0,3.828641396489095,1.0975609756097562,0,1681
50,91,1,1,1,0,4.5217885770490405,1.82,1,2500
67,40,1,0,0,0,3.713572066704308,0.5970149253731343,0,4489
31,25,1,0,1,0,3.258096538021482,0.8064516129032258,0,961
30,25,1,0,0,0,3.258096538021482,0.8333333333333334,0,900
49,180,1,1,1,0,5.198497031265826,3.673469387755102,1,2401
62,24,1,0,0,0,3.2188758248682006,0.3870967741935484,0,3844
35,35,0,0,1,0,3.58351893845611,1.0,0,1225
25,25,0,0,0,0,3.258096538021482,1.0,0,625
34,30,1,0,0,0,3.4339872044851463,0.8823529411764706,0,1156
35,30,1,0,0,0,3.4339872044851463,0.8571428571428571,0,1225
31,100,0,0,1,0,4.61512051684126,3.225806451612903,0,961
34,60,1,0,1,0,4.110873864173311,1.7647058823529411,0,1156
56,15,0,0,0,0,2.772588722239781,0.26785714285714285,0,3136
26,160,1,0,1,0,5.081404364984463,6.153846153846154,0,676
45,50,0,0,1,0,3.9318256327243257,1.1111111111111112,0,2025
23,18,0,0,0,0,2.9444389791664403,0.782608695652174,0,529
38,80,1,1,1,0,4.394449154672439,2.1052631578947367,1,1444
38,50,0,0,0,0,3.9318256327243257,1.3157894736842106,0,1444
26,60,1,0,1,0,4.110873864173311,2.3076923076923075,0,676
24,25,1,0,0,0,3.258096538021482,1.0416666666666667,0,576
25,60,0,0,1,0,4.110873864173311,2.4,0,625
50,14,0,0,0,0,2.70805020110221,0.28,0,2500
23,40,1,0,0,0,3.713572066704308,1.7391304347826086,0,529
28,20,0,0,0,0,3.044522437723423,0.7142857142857143,0,784
35,40,0,0,1,0,3.713572066704308,1.1428571428571428,0,1225
56,6,0,0,0,0,1.9459101490553132,0.10714285714285714,0,3136
63,100,0,0,0,0,4.61512051684126,1.5873015873015872,0,3969
52,70,0,0,1,1,4.2626798770413155,1.3461538461538463,0,2704
54,35,1,0,0,0,3.58351893845611,0.6481481481481481,0,2916
51,55,0,0,1,0,4.02535169073515,1.0784313725490196,0,2601
33,32,0,0,0,0,3.4965075614664802,0.9696969696969697,0,1089
36,15,1,1,0,0,2.772588722239781,0.4166666666666667,1,1296
40,23,0,0,0,0,3.1780538303479458,0.575,0,1600
66,28,0,1,0,0,3.367295829986474,0.42424242424242425,0,4356
40,60,0,0,0,0,4.110873864173311,1.5,0,1600
34,45,1,0,0,0,3.828641396489095,1.3235294117647058,0,1156
34,25,0,0,0,0,3.258096538021482,0.7352941176470589,0,1156
29,50,0,0,0,0,3.9318256327243257,1.7241379310344827,0,841
47,28,0,0,1,0,3.367295829986474,0.5957446808510638,0,2209
41,27,1,0,0,0,3.332204510175204,0.6585365853658537,0,1681
36,10,0,0,0,0,2.3978952727983707,0.2777777777777778,0,1296
28,8,0,0,0,0,2.1972245773362196,0.2857142857142857,0,784
40,120,0,0,1,0,4.795790545596741,3.0,0,1600
58,11,0,0,0,0,2.4849066497880004,0.1896551724137931,0,3364
25,25,0,0,1,0,3.258096538021482,1.0,0,625
33,50,0,0,1,0,3.9318256327243257,1.5151515151515151,0,1089
38,21,0,0,0,0,3.091042453358316,0.5526315789473685,0,1444
25,50,1,0,0,0,3.9318256327243257,2.0,0,625
35,40,0,0,1,1,3.713572066704308,1.1428571428571428,0,1225
55,40,0,0,1,0,3.713572066704308,0.7272727272727273,0,3025
38,41,0,0,0,0,3.7376696182833684,1.0789473684210527,0,1444
26,48,1,0,0,0,3.8918202981106265,1.8461538461538463,0,676
56,18,0,1,0,0,2.9444389791664403,0.32142857142857145,0,3136
32,50,0,0,0,0,3.9318256327243257,1.5625,0,1024
41,50,1,1,1,0,3.9318256327243257,1.2195121951219512,1,1681
41,90,0,0,1,0,4.51085950651685,2.1951219512195124,0,1681
58,28,0,0,0,0,3.367295829986474,0.4827586206896552,0,3364
33,34,0,0,0,0,3.5553480614894135,1.0303030303030303,0,1089
24,18,0,0,0,0,2.9444389791664403,0.75,0,576
50,80,1,0,0,0,4.394449154672439,1.6,0,2500
60,30,0,1,0,0,3.4339872044851463,0.5,0,3600
40,45,0,0,1,0,3.828641396489095,1.125,0,1600
36,50,0,0,1,0,3.9318256327243257,1.3888888888888888,0,1296
59,60,1,0,1,0,4.110873864173311,1.0169491525423728,0,3481
55,50,1,0,1,0,3.9318256327243257,0.9090909090909091,0,3025
46,35,0,0,0,0,3.58351893845611,0.7608695652173914,0,2116
49,12,1,0,0,0,2.5649493574615367,0.24489795918367346,0,2401
27,35,1,0,0,1,3.58351893845611,1.2962962962962963,0,729
33,16,0,0,1,0,2.833213344056216,0.48484848484848486,0,1089
25,30,0,0,1,0,3.4339872044851463,1.2,0,625
37,40,0,0,1,0,3.713572066704308,1.0810810810810811,0,1369
52,25,0,1,0,0,3.258096538021482,0.4807692307692308,0,2704
49,18,0,0,0,0,2.9444389791664403,0.3673469387755102,0,2401
49,35,0,0,1,1,3.58351893845611,0.7142857142857143,0,2401
50,45,0,0,1,0,3.828641396489095,0.9,0,2500
29,50,0,0,0,0,3.9318256327243257,1.7241379310344827,0,841
